#Depth. m	Depth Bottom. m	Depth top. mwe	Depth bot. mwe	Nh4[ppb]	Ca[ppb]	No3[ppb]	So4[ppb]
155.863	155.878	120.826	120.839	34.4702	46.163	78.3539	51.514
155.878	155.892	120.839	120.851	98.437	129.5988	181.9374	172.5169
155.892	155.907	120.851	120.863	69.2862	124.09065	131.15175	138.04945
155.907	155.921	120.863	120.876	40.1354	118.5825	80.3661	103.582
155.921	155.925	120.876	120.879	17.5805	139.7721	69.5102	227.5854
155.925	155.928	120.879	120.882	17.5805	139.7721	69.5102	227.5854
155.928	155.932	120.882	120.885	17.5805	139.7721	69.5102	227.5854
155.932	155.936	120.885	120.888	17.5805	139.7721	69.5102	227.5854
155.936	155.939	120.888	120.891	17.5805	139.7721	69.5102	227.5854
155.939	155.943	120.891	120.894	17.5805	139.7721	69.5102	227.5854
155.943	155.961	120.894	120.91	39.7744	46.727	80.0691	69.0883
155.961	155.979	120.91	120.925	63.29331111	26.47187778	44.43077778	34.22985556
155.979	155.997	120.925	120.94	42.8844	30.4435	55.94913333	41.5513
155.997	156.015	120.94	120.956	35.14423333	44.81463333	86.55936667	73.24997778
156.015	156.033	120.956	120.971	41.97946667	59.83807778	113.0247556	101.0177889
156.033	156.051	120.971	120.986	40.4222	70.8938	119.2042	97.3256
156.051	156.059	120.986	120.992	26.0397	46.0026	82.2866	78.0856
156.059	156.066	120.992	120.999	26.0397	46.0026	82.2866	78.0856
156.066	156.073	120.999	121.005	26.0397	46.0026	82.2866	78.0856
156.073	156.08	121.005	121.011	26.1154	45.9631	80.9492	74.8183
156.08	156.088	121.011	121.017	26.1154	45.9631	80.9492	74.8183
156.088	156.095	121.017	121.023	26.1154	45.9631	80.9492	74.8183
156.095	156.118	121.023	121.043	26.7237	68.3962	82.6117	98.2971
156.118	156.142	121.043	121.063	69.46155	183.4423167	208.1410667	170.7050833
156.142	156.165	121.063	121.083	29.865625	90.026625	113.47765	111.69375
156.165	156.189	121.083	121.103	31.02846667	84.48193333	139.2711667	159.003
156.189	156.213	121.103	121.123	32.6892	86.3872	139.9227	213.213
156.213	156.236	121.123	121.143	55.6559	117.1464	144.7661	267.0279
156.236	156.261	121.143	121.164	3.391638462	21.58872308	24.04888462	66.49291538
156.261	156.287	121.164	121.186	16.08943077	32.33115385	59.01832308	59.10811538
156.287	156.312	121.186	121.207	32.359725	61.77759167	94.70196667	86.53119167
156.312	156.337	121.207	121.229	19.49050769	42.2543	68.39296923	70.68946923
156.337	156.363	121.229	121.25	21.34436923	42.98747692	84.61987692	95.3239
156.363	156.388	121.25	121.271	18.47734167	54.18265	104.618325	82.815625
156.388	156.406	121.271	121.287	14.7338	17.6182	39.6728	14.9105
156.406	156.424	121.287	121.302	21.53904444	31.07383333	72.34561111	55.54091111
156.424	156.442	121.302	121.317	35.05584444	52.15652222	125.8034222	91.98921111
156.442	156.46	121.317	121.333	45.23023333	65.14033333	148.5596	108.4440333
156.46	156.478	121.333	121.348	47.1411	67.15677778	123.0152778	99.81262222
156.478	156.497	121.348	121.363	47.7651	96.1966	119.3327	85.4312
156.497	156.511	121.363	121.375	15.1907	26.2745	54.1497	44.1072
156.511	156.525	121.375	121.387	22.78384286	26.96072857	72.70918571	52.58811429
156.525	156.539	121.387	121.399	28.4787	27.4754	86.6288	58.9488
156.539	156.554	121.399	121.411	24.3093	50.0146	78.8077	58.4074
156.554	156.568	121.411	121.423	18.94701429	50.47201429	70.93475714	53.17865714
156.568	156.582	121.423	121.435	11.7973	51.0819	60.4375	46.207
156.582	156.621	121.435	121.468	37.855565	49.588215	96.87334	69.47432
156.621	156.659	121.468	121.5	26.71356316	36.87755789	65.31660526	67.33388947
156.659	156.698	121.5	121.533	21.32107368	42.28770526	63.37632105	71.79174211
156.698	156.736	121.533	121.565	70.38635789	104.1609789	168.5276053	182.0201263
156.736	156.775	121.565	121.598	48.26165	123.205975	160.92504	255.74121
156.775	156.813	121.598	121.63	36.50727895	87.93928947	159.2807421	137.5779
156.813	156.817	121.63	121.633	3.8726	16.8788	42.9779	8.9439
156.817	156.82	121.633	121.636	3.8726	16.8788	42.9779	8.9439
156.82	156.824	121.636	121.639	3.8726	16.8788	42.9779	8.9439
156.824	156.827	121.639	121.642	3.8726	16.8788	42.9779	8.9439
156.827	156.831	121.642	121.645	3.8726	16.8788	42.9779	8.9439
156.831	156.834	121.645	121.648	3.8726	16.8788	42.9779	8.9439
156.834	156.89	121.648	121.695	18.31663929	25.46625714	68.44141071	43.55000714
156.89	156.946	121.695	121.743	37.24339286	63.15569643	110.762225	104.1814929
156.946	157.002	121.743	121.79	47.91983214	87.823975	149.1544071	125.6761286
157.002	157.059	121.79	121.837	36.63307241	54.29777931	111.3075897	100.4431931
157.059	157.115	121.837	121.884	34.4086	71.89831429	137.4726	107.89025
157.115	157.171	121.884	121.931	27.12342857	91.42938929	108.8235429	113.7380214
157.171	157.174	121.931	121.934	19.4988	40.3075	71.362	51.9517
157.174	157.178	121.934	121.937	19.4988	40.3075	71.362	51.9517
157.178	157.181	121.937	121.94	19.4988	40.3075	71.362	51.9517
157.181	157.185	121.94	121.943	19.4988	40.3075	71.362	51.9517
157.185	157.188	121.943	121.946	19.4988	40.3075	71.362	51.9517
157.188	157.192	121.946	121.949	19.4988	40.3075	71.362	51.9517
157.192	157.227	121.949	121.978	54.32413889	74.07407778	142.0684389	109.7186389
157.227	157.262	121.978	122.008	39.03885882	60.33981176	110.7860059	98.85211765
157.262	157.297	122.008	122.037	39.72365556	67.52752778	135.09735	120.0378889
157.297	157.332	122.037	122.067	40.69746471	50.66708824	119.0398176	93.24895882
157.332	157.367	122.067	122.096	94.9091	118.7926333	264.6610889	161.7275778
157.367	157.402	122.096	122.126	59.71767647	96.17812941	189.9417588	121.3382588
157.402	157.423	122.126	122.143	10.2198	36.8416	59.4355	58.8933
157.423	157.444	122.143	122.161	14.9536	37.3556	70.6825	101.3629
157.444	157.465	122.161	122.179	23.675	69.1496	66.1782	79.8098
157.465	157.486	122.179	122.197	23.2442	69.6629	58.5042	62.9549
157.486	157.507	122.197	122.214	6.8969	38.4457	33.8402	40.9836
157.507	157.528	122.214	122.232	6.3468	24.9907	41.3676	41.5642
157.528	157.562	122.232	122.261	37.75803529	56.30138235	101.4082412	128.9816294
157.562	157.596	122.261	122.289	38.30558235	67.77940588	115.5578941	146.8355765
157.596	157.63	122.289	122.318	58.18828824	83.76353529	146.2388353	139.5008824
157.63	157.664	122.318	122.347	47.1067	84.92130588	124.3379529	112.6298529
157.664	157.698	122.347	122.376	39.67577059	81.34675294	142.4623647	103.4191824
157.698	157.732	122.376	122.404	36.60564118	52.76558824	97.76596471	94.40112353
157.732	157.738	122.404	122.409	35.2838	68.9281	114.8012	109.6312
157.738	157.743	122.409	122.414	35.2838	68.9281	114.8012	109.6312
157.743	157.749	122.414	122.418	35.2838	68.9281	114.8012	109.6312
157.749	157.754	122.418	122.423	35.2838	68.9281	114.8012	109.6312
157.754	157.759	122.423	122.427	35.2838	68.9281	114.8012	109.6312
157.759	157.765	122.427	122.432	35.2838	68.9281	114.8012	109.6312
157.765	157.805	122.432	122.467	39.77854	120.56774	110.91846	355.72258
157.805	157.846	122.467	122.501	48.07778	90.74398	133.78178	147.85682
157.846	157.886	122.501	122.536	57.47202	100.83362	155.3773	183.62294
157.886	157.927	122.536	122.571	53.09389048	82.66960476	158.1551476	124.9099952
157.927	157.968	122.571	122.605	55.12548	67.06544	138.76334	112.62144
157.968	158.008	122.605	122.64	40.3114	51.96472	112.99286	96.60688
158.008	158.014	122.64	122.644	20.3683	34.7509	65.845	57.1339
158.014	158.019	122.644	122.649	20.3683	34.7509	65.845	57.1339
158.019	158.024	122.649	122.654	20.3683	34.7509	65.845	57.1339
158.024	158.03	122.654	122.658	20.3683	34.7509	65.845	57.1339
158.03	158.035	122.658	122.663	20.3683	34.7509	65.845	57.1339
158.035	158.041	122.663	122.668	20.3683	34.7509	65.845	57.1339
158.041	158.068	122.668	122.691	35.8424	40.2018	94.7797	86.295
158.068	158.095	122.691	122.715	64.41796429	71.86757857	193.9689786	89.37767143
158.095	158.122	122.715	122.738	56.47560769	62.4949	161.2652154	84.35298462
158.122	158.149	122.738	122.762	35.97361429	43.37014286	106.6457286	82.80574286
158.149	158.176	122.762	122.785	21.66792308	34.5377	83.79403077	91.34481538
158.176	158.203	122.785	122.808	21.392	40.0707	84.3878	110.3922
158.203	158.225	122.808	122.827	21.2357	53.0405	107.6666	155.8466
158.225	158.246	122.827	122.846	17.46875	46.5602	84.29	132.97325
158.246	158.268	122.846	122.865	13.7018	40.0799	60.9134	110.0999
158.268	158.289	122.865	122.884	13.0967	14.6826	42.4324	62.9256
158.289	158.311	122.884	122.903	19.56797273	20.77445455	73.25434545	101.6925273
158.311	158.333	122.903	122.921	24.9607	25.851	98.9393	133.9983
158.333	158.369	122.921	122.953	49.0545	50.1786	111.7684	93.7896
158.369	158.405	122.953	122.984	21.7325	69.05718333	76.59131667	74.44168333
158.405	158.441	122.984	123.015	33.06032222	59.97202222	88.9172	87.5398
158.441	158.477	123.015	123.047	40.5247	65.11656111	93.8976	99.77618333
158.477	158.513	123.047	123.078	78.95211667	114.1897	172.9106833	144.2704333
158.513	158.549	123.078	123.11	75.7442	65.3864	135.2928222	102.1484444
158.549	158.554	123.11	123.114	17.0294	33.7858	57.3249	65.3354
158.554	158.56	123.114	123.119	17.0294	33.7858	57.3249	65.3354
158.56	158.565	123.119	123.124	17.0294	33.7858	57.3249	65.3354
158.565	158.571	123.124	123.128	17.0294	33.7858	57.3249	65.3354
158.571	158.576	123.128	123.133	17.0294	33.7858	57.3249	65.3354
158.576	158.582	123.133	123.138	17.0294	33.7858	57.3249	65.3354
158.582	158.614	123.138	123.166	84.1812	52.4317	193.3908	115.7109
158.614	158.646	123.166	123.193	58.2028	66.8907	174.8775	102.038
158.646	158.678	123.193	123.221	52.831	67.1853	120.2441	98.7817
158.678	158.71	123.221	123.249	63.2289	56.7994	174.5238	135.8246
158.71	158.742	123.249	123.277	111.4282	69.2793	194.8799	165.0271
158.742	158.774	123.277	123.305	61.0488	60.7133	157.0631	117.1328
158.774	158.779	123.305	123.309	27.0394	26.1865	87.422	63.5907
158.779	158.785	123.309	123.314	27.0394	26.1865	87.422	63.5907
158.785	158.79	123.314	123.318	27.0394	26.1865	87.422	63.5907
158.79	158.796	123.318	123.323	27.0394	26.1865	87.422	63.5907
158.796	158.801	123.323	123.328	27.0394	26.1865	87.422	63.5907
158.801	158.806	123.328	123.332	27.0394	26.1865	87.422	63.5907
158.806	158.833	123.332	123.355	56.8556	32.6337	155.3861	83.4326
158.833	158.86	123.355	123.379	55.64517692	48.67660769	144.7382692	96.77475385
158.86	158.886	123.379	123.402	65.64565385	68.57411538	148.6106692	103.4493385
158.886	158.913	123.402	123.425	92.98275714	89.33642857	192.6242	129.1370857
158.913	158.94	123.425	123.448	102.4924692	93.25854615	214.8711231	156.9186846
158.94	158.966	123.448	123.471	41.0837	61.2237	109.5462	147.1583
158.966	158.972	123.471	123.476	10.2771	25.8579	41.6133	46.8283
158.972	158.977	123.476	123.48	10.2771	25.8579	41.6133	46.8283
158.977	158.982	123.48	123.485	10.2771	25.8579	41.6133	46.8283
158.982	158.988	123.485	123.49	10.2771	25.8579	41.6133	46.8283
158.988	158.993	123.49	123.494	10.2771	25.8579	41.6133	46.8283
158.993	158.998	123.494	123.499	10.2771	25.8579	41.6133	46.8283
158.998	159.025	123.499	123.522	55.8199	69.6278	175.1551	105.2646
159.025	159.052	123.522	123.545	79.76199231	85.14211538	219.4808692	129.3908154
159.052	159.078	123.545	123.568	57.40833077	87.69354615	171.9455769	189.7386923
159.078	159.105	123.568	123.591	39.81582857	68.3567	119.7450857	167.7232857
159.105	159.132	123.591	123.614	44.15041538	52.28805385	111.3346	97.84976923
159.132	159.159	123.614	123.638	74.5963	104.4795	193.0723	131.481
159.159	159.164	123.638	123.642	15.9505	25.4192	82.5112	70.7779
159.164	159.169	123.642	123.647	15.9505	25.4192	82.5112	70.7779
159.169	159.175	123.647	123.652	15.9505	25.4192	82.5112	70.7779
159.175	159.18	123.652	123.656	15.9505	25.4192	82.5112	70.7779
159.18	159.185	123.656	123.661	15.9505	25.4192	82.5112	70.7779
159.185	159.191	123.661	123.665	15.9505	25.4192	82.5112	70.7779
159.191	159.223	123.665	123.693	77.64	50.7908	148.0587	128.9582
159.223	159.255	123.693	123.721	74.1553	170.2767	204.6657	196.7501
159.255	159.287	123.721	123.749	64.6522	161.6727	174.5244	229.3219
159.287	159.319	123.749	123.777	87.2334	201.2475	215.9539	271.6438
159.319	159.351	123.777	123.804	57.7938	55.7352	125.6389	97.9857
159.351	159.383	123.804	123.832	74.0166	62.2667	150.6204	118.0248
159.383	159.388	123.832	123.837	34.9007	67.6367	140.1295	104.5447
159.388	159.393	123.837	123.841	34.9007	67.6367	140.1295	104.5447
159.393	159.399	123.841	123.846	34.9007	67.6367	140.1295	104.5447
159.399	159.404	123.846	123.851	34.9007	67.6367	140.1295	104.5447
159.404	159.409	123.851	123.855	34.9007	67.6367	140.1295	104.5447
159.409	159.415	123.855	123.86	34.9007	67.6367	140.1295	104.5447
159.415	159.475	123.86	123.912	107.89468	120.34848	229.64334	159.8006
159.475	159.535	123.912	123.965	65.32584	72.5084	141.0316467	122.7624533
159.535	159.596	123.965	124.017	49.33118667	53.24566667	127.2152067	105.0512867
159.596	159.656	124.017	124.07	44.07746667	44.19332	115.5206333	99.96779333
159.656	159.716	124.07	124.122	51.86031	123.4605733	110.8594267	97.89654
159.716	159.777	124.122	124.175	54.80004516	104.600571	107.4000032	165.8811581
159.777	159.787	124.175	124.184	17.8427	86.749	66.2802	52.9138
159.787	159.798	124.184	124.193	17.8427	86.749	66.2802	52.9138
159.798	159.808	124.193	124.202	24.8499	49.9801	85.1382	71.6695
159.808	159.819	124.202	124.212	24.8499	49.9801	85.1382	71.6695
159.819	159.83	124.212	124.221	nan	nan	nan	nan
159.83	159.84	124.221	124.23	nan	nan	nan	nan
159.84	159.872	124.23	124.258	37.77825625	35.8489125	138.2895188	83.96820625
159.872	159.904	124.258	124.285	49.7924625	48.3232875	133.867875	128.9167125
159.904	159.936	124.285	124.313	78.0466125	119.8928625	172.6520875	182.673875
159.936	159.967	124.313	124.341	53.98321875	90.64145625	128.3678063	108.5634375
159.967	159.999	124.341	124.368	65.655	74.7562125	132.0572563	125.2411813
159.999	160.031	124.368	124.396	50.34788125	66.279475	97.0857125	91.9540125
160.031	160.056	124.396	124.417	3.876966667	13.68843333	12.31008333	29.03276667
160.056	160.08	124.417	124.439	2.5161	6.208875	8.658325	8.2949
160.08	160.105	124.439	124.46	2.594353846	4.840269231	9.8056	9.176507692
160.105	160.13	124.46	124.481	6.88075	5.499516667	27.65974167	39.05969167
160.13	160.155	124.481	124.503	13.8975	13.93632308	50.50094615	66.42927692
160.155	160.179	124.503	124.524	15.45065	15.13006667	40.18310833	47.306775
160.179	160.214	124.524	124.554	40.3495	37.3115	86.5023	80.8567
160.214	160.248	124.554	124.583	nan	nan	nan	nan
160.248	160.283	124.583	124.613	52.32137778	55.99011667	145.8049167	124.1709556
160.283	160.317	124.613	124.642	77.41340588	73.50599412	154.4158353	120.8724059
160.317	160.351	124.642	124.672	41.87414706	73.21382353	109.5017941	102.5737471
160.351	160.386	124.672	124.702	45.99627647	49.72737059	98.68347647	92.48230588
160.386	160.389	124.702	124.705	23.441	195.1915	68.4169	815.258
160.389	160.393	124.705	124.708	23.441	195.1915	68.4169	815.258
160.393	160.396	124.708	124.711	23.441	195.1915	68.4169	815.258
160.396	160.4	124.711	124.714	23.441	195.1915	68.4169	815.258
160.4	160.403	124.714	124.717	23.441	195.1915	68.4169	815.258
160.403	160.407	124.717	124.72	23.441	195.1915	68.4169	815.258
160.407	160.435	124.72	124.744	42.12174286	59.43744286	108.8984286	103.3050429
160.435	160.463	124.744	124.768	49.92415	63.98375	126.0381	123.86595
160.463	160.492	124.768	124.792	46.65227143	68.5937	146.6169857	109.0045714
160.492	160.52	124.792	124.816	30.43819286	40.65446429	90.76843571	68.68609286
160.52	160.548	124.816	124.841	53.74685	54.2434	109.6764	86.0867
160.548	160.576	124.841	124.865	64.99644286	73.91071429	121.7023143	94.13342857
160.576	160.582	124.865	124.869	17.6578	43.0075	51.0216	63.4184
160.582	160.587	124.869	124.874	17.6578	43.0075	51.0216	63.4184
160.587	160.592	124.874	124.878	17.6578	43.0075	51.0216	63.4184
160.592	160.598	124.878	124.883	17.6578	43.0075	51.0216	63.4184
160.598	160.603	124.883	124.887	17.6578	43.0075	51.0216	63.4184
160.603	160.608	124.887	124.892	17.6578	43.0075	51.0216	63.4184
160.608	160.634	124.892	124.914	64.5992	255.8335	266.9554	110.9393
160.634	160.66	124.914	124.936	64.5992	255.8335	266.9554	110.9393
160.66	160.687	124.936	124.959	50.75290769	73.42326154	141.3359154	147.1120077
160.687	160.713	124.959	124.981	65.63652308	103.5830692	156.6664154	230.8879308
160.713	160.739	124.981	125.003	59.6452	72.42731538	146.0672154	162.0469462
160.739	160.765	125.003	125.026	48.91300769	60.70068462	127.7397385	129.1241846
160.765	160.768	125.026	125.029	23.8866	27.7426	84.5395	52.3086
160.768	160.772	125.029	125.031	23.8866	27.7426	84.5395	52.3086
160.772	160.775	125.031	125.034	23.8866	27.7426	84.5395	52.3086
160.775	160.779	125.034	125.037	23.8866	27.7426	84.5395	52.3086
160.779	160.782	125.037	125.04	23.8866	27.7426	84.5395	52.3086
160.782	160.786	125.04	125.043	23.8866	27.7426	84.5395	52.3086
160.786	160.822	125.043	125.074	81.24437222	108.5757722	219.0650111	212.53795
160.822	160.859	125.074	125.106	61.12381579	100.7577368	174.4658	179.7475053
160.859	160.895	125.106	125.137	45.8755	55.38265556	104.6219444	114.8068556
160.895	160.932	125.137	125.168	55.70266667	62.7618	159.2486444	107.1563556
160.932	160.968	125.168	125.199	60.41752222	85.73541667	182.28415	132.4319111
160.968	161.005	125.199	125.23	54.88308947	83.59524211	156.2365421	146.5456526
161.005	161.008	125.23	125.233	27.811	48.542	87.0683	88.2166
161.008	161.012	125.233	125.236	27.811	48.542	87.0683	88.2166
161.012	161.015	125.236	125.239	27.811	48.542	87.0683	88.2166
161.015	161.018	125.239	125.242	27.811	48.542	87.0683	88.2166
161.018	161.022	125.242	125.245	27.811	48.542	87.0683	88.2166
161.022	161.025	125.245	125.248	27.811	48.542	87.0683	88.2166
161.025	161.052	125.248	125.271	36.96894615	44.44350769	101.4287769	75.66094615
161.052	161.079	125.271	125.294	54.57814286	60.59264286	124.4790429	120.4469
161.079	161.106	125.294	125.317	46.9201	55.5838	111.6937692	98.93733846
161.106	161.133	125.317	125.34	42.06435714	54.52405714	112.6478571	97.01644286
161.133	161.16	125.34	125.363	43.23193077	58.20446923	123.5044923	104.7979308
161.16	161.187	125.363	125.386	28.78551429	50.59931429	133.16485	78.39763571
161.187	161.19	125.386	125.389	13.5742	28.5873	59.7947	61.7932
161.19	161.194	125.389	125.392	13.5742	28.5873	59.7947	61.7932
161.194	161.197	125.392	125.395	13.5742	28.5873	59.7947	61.7932
161.197	161.201	125.395	125.398	13.5742	28.5873	59.7947	61.7932
161.201	161.204	125.398	125.401	13.5742	28.5873	59.7947	61.7932
161.204	161.208	125.401	125.403	13.5742	28.5873	59.7947	61.7932
161.208	161.243	125.403	125.434	48.8789	65.86261111	130.9853667	114.2763111
161.243	161.279	125.434	125.465	59.29272778	80.33976111	149.5627611	142.9777611
161.279	161.314	125.465	125.495	65.32134706	99.18036471	149.4131059	156.1405176
161.314	161.35	125.495	125.526	35.51667778	54.12573333	99.83442222	92.9468
161.35	161.386	125.526	125.556	53.56214444	78.16011111	137.9046611	132.6054944
161.386	161.421	125.556	125.587	47.1059	83.3344	123.2046	201.0852
161.421	161.425	125.587	125.59	10.43	38.0441	74.1248	57.5911
161.425	161.428	125.59	125.593	10.43	38.0441	74.1248	57.5911
161.428	161.432	125.593	125.596	10.43	38.0441	74.1248	57.5911
161.432	161.435	125.596	125.599	10.43	38.0441	74.1248	57.5911
161.435	161.439	125.599	125.602	10.43	38.0441	74.1248	57.5911
161.439	161.442	125.602	125.605	10.43	38.0441	74.1248	57.5911
161.442	161.475	125.605	125.633	61.40509412	64.45868824	134.1987706	137.9269706
161.475	161.508	125.633	125.662	48.4902	68.82100625	133.23385	109.1269875
161.508	161.541	125.662	125.69	32.55631176	73.76827647	96.72835882	94.55867647
161.541	161.574	125.69	125.719	29.6362125	53.19734375	97.64553125	74.7932875
161.574	161.607	125.719	125.747	74.23214706	67.00962353	153.7241294	106.9588353
161.607	161.64	125.747	125.776	61.8087375	54.70599375	123.519925	82.6505875
161.64	161.643	125.776	125.779	32.1506	42.8356	80.847	68.4355
161.643	161.647	125.779	125.782	32.1506	42.8356	80.847	68.4355
161.647	161.65	125.782	125.784	32.1506	42.8356	80.847	68.4355
161.65	161.653	125.784	125.787	32.1506	42.8356	80.847	68.4355
161.653	161.657	125.787	125.79	32.1506	42.8356	80.847	68.4355
161.657	161.66	125.79	125.793	32.1506	42.8356	80.847	68.4355
161.66	161.687	125.793	125.816	55.52067143	65.31081429	120.9124	250.2049714
161.687	161.714	125.816	125.84	37.75435385	86.8003	113.7109462	176.6287692
161.714	161.741	125.84	125.863	50.9815	106.3856857	117.1296286	158.8180857
161.741	161.768	125.863	125.886	32.2316	63.56561538	64.14261538	99.87138462
161.768	161.795	125.886	125.909	30.2514	65.42935	83.7212	107.76445
161.795	161.821	125.909	125.932	36.00350769	47.58739231	123.4070154	74.17082308
161.821	161.835	125.932	125.944	29.7624	34.8447	72.2987	56.312
161.835	161.848	125.944	125.956	28.4665	37.1075	76.0303	60.9292
161.848	161.862	125.956	125.967	27.1706	39.3703	79.7619	65.5464
161.862	161.875	125.967	125.979	34.3887	42.6628	83.1567	74.8181
161.875	161.889	125.979	125.99	28.08458571	60.06782857	80.74847143	79.92598571
161.889	161.902	125.99	126.002	23.3565	73.1216	78.9423	83.7569
161.902	161.946	126.002	126.04	42.90032727	56.97625455	109.5055091	70.38983636
161.946	161.989	126.04	126.077	44.33936364	45.63045909	102.6211273	71.73742273
161.989	162.033	126.077	126.115	60.27145	70.56516364	160.2101636	114.2030455
162.033	162.077	126.115	126.152	49.59973636	75.44808636	129.4415818	109.6023136
162.077	162.12	126.152	126.19	43.88701905	46.7123381	106.5034667	84.94678095
162.12	162.164	126.19	126.228	42.60606364	62.07663636	136.2492455	131.6341909
162.164	162.168	126.228	126.23	16.5985	35.4958	62.0746	53.6449
162.168	162.171	126.23	126.233	16.5985	35.4958	62.0746	53.6449
162.171	162.174	126.233	126.236	16.5985	35.4958	62.0746	53.6449
162.174	162.178	126.236	126.239	16.5985	35.4958	62.0746	53.6449
162.178	162.181	126.239	126.242	16.5985	35.4958	62.0746	53.6449
162.181	162.184	126.242	126.245	16.5985	35.4958	62.0746	53.6449
162.184	162.201	126.245	126.259	56.9596	60.5385	123.2624	104.9926
162.201	162.218	126.259	126.274	64.4769875	62.0374625	139.7147625	107.7890125
162.218	162.235	126.274	126.288	67.4434	79.92293333	143.3547111	146.9551111
162.235	162.252	126.288	126.302	54.3297375	87.835	119.6381625	144.3307875
162.252	162.268	126.302	126.317	32.1683625	153.799575	79.8843875	101.6899375
162.268	162.285	126.317	126.331	47.6948	688.1766	90.3374	195.6428
162.285	162.292	126.331	126.337	20.4091	285.6399	49.3747	132.1971
162.292	162.299	126.337	126.343	20.4091	285.6399	49.3747	132.1971
162.299	162.305	126.343	126.349	20.4091	285.6399	49.3747	132.1971
162.305	162.312	126.349	126.354	6.3094	42.1714	25.8943	36.3803
162.312	162.319	126.354	126.36	6.3094	42.1714	25.8943	36.3803
162.319	162.325	126.36	126.366	6.3094	42.1714	25.8943	36.3803
162.325	162.359	126.366	126.394	26.82058235	39.14651176	58.02335294	72.68611765
162.359	162.393	126.394	126.423	31.31273529	41.93646471	78.34248235	60.22763529
162.393	162.426	126.423	126.452	34.9572875	48.392275	92.4911125	105.9812625
162.426	162.46	126.452	126.481	33.70706471	43.72535294	93.11414706	91.50323529
162.46	162.493	126.481	126.509	34.18821429	33.05737143	82.27841429	76.17435714
162.493	162.527	126.509	126.538	35.44180588	35.36531765	91.15388824	76.41614706
162.527	162.53	126.538	126.541	20.0796	31.5572	67.93	51.4544
162.53	162.534	126.541	126.544	20.0796	31.5572	67.93	51.4544
162.534	162.537	126.544	126.547	20.0796	31.5572	67.93	51.4544
162.537	162.54	126.547	126.549	20.0796	31.5572	67.93	51.4544
162.54	162.544	126.549	126.552	20.0796	31.5572	67.93	51.4544
162.544	162.547	126.552	126.555	20.0796	31.5572	67.93	51.4544
162.547	162.578	126.555	126.582	38.2692	60.0877	104.8039	112.0763333
162.578	162.608	126.582	126.608	34.96506667	41.2597	73.78723333	73.92906667
162.608	162.639	126.608	126.634	34.3522125	38.3274	73.1181625	63.3828
162.639	162.669	126.634	126.661	48.88672667	59.77836667	105.74846	99.84658667
162.669	162.7	126.661	126.687	26.58773333	41.45616667	66.7988	78.07643333
162.7	162.73	126.687	126.713	33.47233333	33.4553	76.994	64.08496667
162.73	162.734	126.713	126.716	6.5817	25.529	34.5018	40.9797
162.734	162.737	126.716	126.719	6.5817	25.529	34.5018	40.9797
162.737	162.741	126.719	126.722	6.5817	25.529	34.5018	40.9797
162.741	162.744	126.722	126.725	6.5817	25.529	34.5018	40.9797
162.744	162.748	126.725	126.728	6.5817	25.529	34.5018	40.9797
162.748	162.751	126.728	126.731	6.5817	25.529	34.5018	40.9797
162.751	162.784	126.731	126.76	33.7564875	64.5401875	99.3264	122.37175
162.784	162.816	126.76	126.788	56.2646	76.5655625	142.2608313	140.7427063
162.816	162.849	126.788	126.816	50.47892941	91.03402941	182.2632	182.7025471
162.849	162.882	126.816	126.845	27.90655	41.1833625	94.29265	83.019075
162.882	162.914	126.845	126.873	46.2142875	58.5402875	127.1203125	113.353525
162.914	162.947	126.873	126.902	37.82148235	73.17726471	122.2045118	99.72930588
162.947	162.95	126.902	126.905	15.9961	40.6141	63.7087	68.394
162.95	162.954	126.905	126.908	15.9961	40.6141	63.7087	68.394
162.954	162.957	126.908	126.911	15.9961	40.6141	63.7087	68.394
162.957	162.961	126.911	126.914	15.9961	40.6141	63.7087	68.394
162.961	162.964	126.914	126.917	15.9961	40.6141	63.7087	68.394
162.964	162.968	126.917	126.92	15.9961	40.6141	63.7087	68.394
162.968	163.024	126.92	126.969	30.01994286	56.13885714	103.7559607	96.06821071
163.024	163.081	126.969	127.018	31.04304138	36.31992759	108.3834345	63.18850345
163.081	163.138	127.018	127.067	37.82746429	61.353575	126.5152571	102.2950429
163.138	163.194	127.067	127.116	39.7511	75.214	128.2866	92.2587
163.194	163.251	127.116	127.165	58.41795652	107.6239913	155.3117391	154.6437435
163.251	163.308	127.165	127.214	68.41996429	118.3300643	187.0834286	171.6072714
163.308	163.311	127.214	127.217	30.5075	60.241	92.3522	99.7108
163.311	163.315	127.217	127.22	30.5075	60.241	92.3522	99.7108
163.315	163.318	127.22	127.223	30.5075	60.241	92.3522	99.7108
163.318	163.322	127.223	127.226	30.5075	60.241	92.3522	99.7108
163.322	163.325	127.226	127.229	30.5075	60.241	92.3522	99.7108
163.325	163.328	127.229	127.232	30.5075	60.241	92.3522	99.7108
163.328	163.363	127.232	127.263	43.13651111	69.89812222	113.4184889	125.4074833
163.363	163.397	127.263	127.293	42.58057647	97.94992353	180.7753706	191.9596882
163.397	163.432	127.293	127.324	38.54037647	50.58789412	104.5770412	97.64062941
163.432	163.466	127.324	127.354	38.24554706	66.77965294	106.5870941	121.0359235
163.466	163.5	127.354	127.384	39.88109412	58.91773529	110.3747588	116.5214706
