#Depth. m	Depth Bottom. m	Depth top. mwe	Depth bot. mwe	Nh4[ppb]	Ca[ppb]	No3[ppb]	So4[ppb]
121.041	121.060	91.338	91.353	15.804	41.031	35.381	77.779
121.060	121.078	91.353	91.369	15.804	41.031	35.381	77.779
121.078	121.097	91.369	91.384	17.382	47.108	42.199	93.374
121.097	121.115	91.384	91.4	17.382	47.108	42.199	93.374
121.115	121.244	91.4	91.505	84.621	85.103	137.902	201.340
121.244	121.372	91.505	91.61	85.129	81.603	179.439	199.730
121.372	121.501	91.61	91.715	150.993	107.939	168.172	279.155
121.501	121.630	91.715	91.82	107.463	58.268	151.036	247.804
121.630	121.758	91.82	91.925	158.933	86.642	165.455	300.529
121.758	121.887	91.925	92.03	144.560	276.534	130.064	274.106
121.887	121.936	92.03	92.071	8.817	30.117	47.088	47.894
121.936	121.986	92.071	92.112	24.963	14.631	57.267	57.838
121.986	122.035	92.112	92.153	31.126	14.942	83.292	55.822
122.035	122.085	92.153	92.194	20.572	12.556	69.403	49.420
122.085	122.134	92.194	92.235	27.332	16.930	69.955	44.611
122.134	122.184	92.235	92.276	15.378	7.726	51.970	30.622
122.184	122.211	92.276	92.299	71.794	22.264	103.323	65.577
122.211	122.239	92.299	92.322	45.526	15.498	93.943	49.816
122.239	122.266	92.322	92.346	51.369	12.966	133.226	85.968
122.266	122.294	92.346	92.369	73.916	19.905	172.414	112.786
122.294	122.321	92.369	92.393	89.954	40.046	178.143	104.421
122.321	122.348	92.393	92.416	53.596	65.270	113.108	63.610
122.348	122.414	92.416	92.473	13.329	12.779	42.271	32.578
122.414	122.480	92.473	92.529	9.615	6.734	37.554	20.547
122.480	122.546	92.529	92.585	11.865	12.281	63.310	25.805
122.546	122.612	92.585	92.642	3.299	5.726	30.414	9.789
122.612	122.678	92.642	92.698	6.558	8.081	17.085	7.686
122.678	122.744	92.698	92.754	16.019	15.653	52.521	27.389
122.744	122.805	92.754	92.807	92.001	164.554	111.269	92.981
122.805	122.865	92.807	92.86	88.355	80.595	150.115	110.256
122.865	122.926	92.86	92.912	94.728	96.248	168.993	101.396
122.926	122.987	92.912	92.965	50.353	170.326	96.708	92.425
122.987	123.048	92.965	93.017	23.530	41.110	93.804	59.785
123.048	123.108	93.017	93.07	50.182	34.203	88.241	78.813
123.108	123.147	93.07	93.103	16.997	22.832	49.667	65.299
123.147	123.186	93.103	93.136	22.986	46.506	68.495	80.046
123.186	123.224	93.136	93.17	22.327	34.372	61.582	63.076
123.224	123.263	93.17	93.203	14.912	12.765	46.071	41.066
123.263	123.301	93.203	93.236	26.964	16.532	73.879	62.303
123.301	123.340	93.236	93.269	29.190	12.386	72.804	52.618
123.340	123.412	93.269	93.329	195.397	239.344	204.809	210.923
123.412	123.484	93.329	93.389	234.807	267.566	272.737	245.100
123.484	123.556	93.389	93.448	301.283	174.421	386.141	264.634
123.556	123.627	93.448	93.508	71.775	52.447	170.414	158.681
123.627	123.699	93.508	93.567	125.175	89.910	181.605	196.535
123.699	123.771	93.567	93.627	90.080	56.679	133.458	160.202
123.771	123.794	93.627	93.645	29.372	22.813	78.877	84.804
123.794	123.816	93.645	93.662	26.673	13.353	67.064	66.527
123.816	123.839	93.662	93.68	24.424	5.469	57.221	51.296
123.839	123.862	93.68	93.698	23.034	18.597	47.860	52.053
123.862	123.885	93.698	93.716	17.500	18.332	43.329	43.431
123.885	123.908	93.716	93.734	11.966	18.068	38.798	34.808
123.908	123.962	93.734	93.778	44.091	33.265	82.368	72.032
123.962	124.017	93.778	93.823	108.182	62.032	134.726	130.875
124.017	124.072	93.823	93.867	86.895	45.528	112.608	94.824
124.072	124.127	93.867	93.912	34.459	10.905	86.655	73.304
124.127	124.181	93.912	93.956	58.643	39.322	120.923	129.784
124.181	124.236	93.956	94.001	62.585	61.566	134.952	111.830
124.236	124.253	94.001	94.015	23.958	53.348	71.058	78.533
124.253	124.271	94.015	94.03	23.958	53.348	71.058	78.533
124.271	124.288	94.03	94.044	26.909	68.340	39.236	104.215
124.288	124.305	94.044	94.059	26.909	68.340	39.236	104.215
124.305	124.323	94.059	94.073	30.629	93.111	35.136	142.987
124.323	124.340	94.073	94.088	30.629	93.111	35.136	142.987
124.340	124.436	94.088	94.169	32.337	52.396	63.572	102.752
124.436	124.532	94.169	94.251	59.361	29.743	84.295	74.410
124.532	124.628	94.251	94.332	163.427	64.597	182.997	146.978
124.628	124.724	94.332	94.414	173.305	116.398	142.242	223.215
124.724	124.820	94.414	94.495	105.934	83.400	99.788	124.903
124.820	124.916	94.495	94.577	84.569	52.301	115.038	106.549
124.916	124.974	94.577	94.623	10.979	9.998	57.635	22.346
124.974	125.032	94.623	94.669	30.039	12.948	68.899	46.479
125.032	125.089	94.669	94.715	20.266	29.047	41.901	52.081
125.089	125.147	94.715	94.761	22.134	35.605	50.864	56.016
125.147	125.205	94.761	94.807	10.629	13.384	49.313	42.511
125.205	125.262	94.807	94.853	21.765	19.596	52.544	44.313
125.262	125.362	94.853	94.934	114.138	109.247	135.950	149.546
125.362	125.462	94.934	95.016	106.839	171.654	125.803	124.801
125.462	125.562	95.016	95.097	149.358	100.956	143.550	135.950
125.562	125.662	95.097	95.179	118.705	84.375	177.713	145.335
125.662	125.762	95.179	95.26	159.437	74.427	225.126	155.711
125.762	125.862	95.26	95.342	64.884	39.944	171.774	71.126
125.862	125.868	95.342	95.346	13.545	15.213	38.430	24.100
125.868	125.873	95.346	95.351	13.545	15.213	38.430	24.100
125.873	125.879	95.351	95.356	13.545	15.213	38.430	24.100
125.879	125.884	95.356	95.361	13.545	15.213	38.430	24.100
125.884	125.890	95.361	95.365	13.545	15.213	38.430	24.100
125.890	125.895	95.365	95.37	13.545	15.213	38.430	24.100
125.895	125.939	95.37	95.408	48.427	294.929	54.768	118.082
125.939	125.983	95.408	95.447	51.959	135.147	57.940	68.098
125.983	126.028	95.447	95.485	98.381	78.820	172.952	103.007
126.028	126.072	95.485	95.523	85.406	143.240	127.325	127.006
126.072	126.116	95.523	95.561	84.003	188.981	88.382	129.177
126.116	126.160	95.561	95.6	54.706	112.311	64.173	88.423
126.160	126.171	95.6	95.609	17.135	31.519	30.645	25.119
126.171	126.182	95.609	95.619	17.135	31.519	30.645	25.119
126.182	126.193	95.619	95.628	17.135	31.519	30.645	25.119
126.193	126.204	95.628	95.638	nan	nan	nan	nan
126.204	126.215	95.638	95.648	nan	nan	nan	nan
126.215	126.226	95.648	95.657	nan	nan	nan	nan
126.226	126.287	95.657	95.71	52.060	25.750	92.147	58.988
126.287	126.348	95.71	95.763	145.249	41.561	174.347	98.759
126.348	126.409	95.763	95.816	90.603	20.373	124.087	67.807
126.409	126.469	95.816	95.869	35.537	21.980	56.283	108.892
126.469	126.530	95.869	95.922	46.040	24.779	85.998	61.008
126.530	126.591	95.922	95.975	100.160	52.578	155.785	103.100
126.591	126.637	95.975	96.015	13.882	10.698	36.406	20.885
126.637	126.683	96.015	96.056	28.22190435	5.817273913	36.8899913	18.44537391
126.683	126.729	96.056	96.096	19.76075652	9.437773913	50.26085217	25.88268696
126.729	126.775	96.096	96.136	31.56093478	33.44176522	69.50366957	64.13003043
126.775	126.821	96.136	96.177	21.48991739	36.81466087	48.55378261	70.71255217
126.821	126.867	96.177	96.217	10.24855217	27.09026522	67.24486522	77.33201739
126.867	126.978	96.217	96.314	73.2092	88.40335455	92.92390909	125.7964
126.978	127.089	96.314	96.41	82.482925	151.1673804	123.6577607	132.0233161
127.089	127.201	96.41	96.507	64.447225	127.5228375	128.0976125	97.16875357
127.201	127.312	96.507	96.604	151.5298727	214.2810727	300.4553	240.4556091
127.312	127.423	96.604	96.7	169.8168679	257.6240714	351.1566821	281.5745929
127.423	127.534	96.7	96.797	201.758075	470.48905	300.76485	439.997975
127.534	127.544	96.797	96.806	13.7739	36.4912	28.6677	28.8105
127.544	127.554	96.806	96.814	13.7739	36.4912	28.6677	28.8105
127.554	127.565	96.814	96.823	13.7739	36.4912	28.6677	28.8105
127.565	127.575	96.823	96.832	23.6143	17.4957	37.288	40.8668
127.575	127.585	96.832	96.841	23.6143	17.4957	37.288	40.8668
127.585	127.595	96.841	96.849	23.6143	17.4957	37.288	40.8668
127.595	127.625	96.849	96.875	50.4029	43.3513	114.4451	96.7594
127.625	127.655	96.875	96.9	57.8297	54.4937	131.6491	114.2614
127.655	127.686	96.9	96.926	58.1858	52.1607	127.5383	112.1318
127.686	127.716	96.926	96.951	47.6527	37.2444	102.3224	89.4743
127.716	127.746	96.951	96.976	70.9273	79.7437	145.7688	109.7965
127.746	127.777	96.976	97.002	194.3175	123.0212	266.0326	161.8085
127.777	127.805	97.002	97.024	9.3928	13.1919	39.4904	19.8307
127.805	127.833	97.024	97.045	8.030028571	7.13	21.19011429	18.45260714
127.833	127.861	97.045	97.067	19.39831429	6.6661	62.36405714	29.32128571
127.861	127.889	97.067	97.089	21.3105	6.6665	69.461	31.1504
127.889	127.917	97.089	97.111	14.6135	6.586	31.8485	21.9548
127.917	127.946	97.111	97.133	14.6135	6.586	31.8485	21.9548
127.946	128.015	97.133	97.187	58.71957714	51.16642	87.15338571	112.5580343
128.015	128.084	97.187	97.241	36.0496	16.19745	52.28075	37.48015
128.084	128.153	97.241	97.295	46.90373429	39.01823143	87.46732286	66.21975714
128.153	128.222	97.295	97.348	71.3993	84.76215	156.49215	132.3087
128.222	128.291	97.348	97.402	182.0130143	193.13674	256.9902943	221.3566857
128.291	128.361	97.402	97.456	57.65192571	65.85587429	166.2823486	124.7646514
128.361	128.372	97.456	97.465	29.2307	46.5891	82.0151	71.0991
128.372	128.384	97.465	97.475	29.2307	46.5891	82.0151	71.0991
128.384	128.395	97.475	97.484	29.2307	46.5891	82.0151	71.0991
128.395	128.407	97.484	97.493	6.8792	14.6234	30.3512	16.9511
128.407	128.418	97.493	97.502	6.8792	14.6234	30.3512	16.9511
128.418	128.43	97.502	97.511	6.8792	14.6234	30.3512	16.9511
128.43	128.532	97.511	97.568	54.71135686	67.15080392	97.91866471	91.93048627
128.532	128.635	97.568	97.624	49.54531154	131.0627577	107.5172654	133.5331981
128.635	128.737	97.624	97.68	159.6132706	258.1605275	210.259551	210.0374157
128.737	128.84	97.68	97.736	146.0864854	281.7601833	199.9150813	214.9202042
128.84	128.943	97.736	97.792	nan	nan	nan	nan
128.943	129.045	97.792	97.848	59.11879032	61.08223226	146.065829	143.3270387
129.045	129.05	97.848	97.851	38.885	59.0658	83.5657	85.8593
129.05	129.055	97.851	97.854	38.885	59.0658	83.5657	85.8593
129.055	129.061	97.854	97.857	38.885	59.0658	83.5657	85.8593
129.061	129.066	97.857	97.861	38.885	59.0658	83.5657	85.8593
129.066	129.071	97.861	97.864	38.885	59.0658	83.5657	85.8593
129.071	129.076	97.864	97.867	38.885	59.0658	83.5657	85.8593
129.076	129.223	97.867	97.996	54.16925769	48.40075	62.928	76.54895769
129.223	129.37	97.996	98.124	68.49397344	98.71662031	162.8792797	200.3948844
129.37	129.516	98.124	98.253	71.68719041	48.79759726	132.9107205	92.05832192
129.516	129.663	98.253	98.382	115.4408338	171.3021041	246.8734486	187.76455
129.663	129.81	98.382	98.51	108.5229918	143.8127041	249.2866068	192.351574
129.81	129.956	98.51	98.639	83.83893425	48.14787808	172.1337863	98.75992877
129.956	129.97	98.639	98.651	24.9157	22.2619	114.9227	59.0632
129.97	129.984	98.651	98.663	24.5843	23.79621429	114.7242714	69.23588571
129.984	129.998	98.663	98.676	22.5959	33.0021	113.5337	130.272
129.998	130.012	98.676	98.688	23.20844286	27.75432857	111.1381857	128.2192571
130.012	130.025	98.688	98.7	24.7398	14.6349	105.1494	123.0874
130.025	130.039	98.7	98.713	24.7398	14.6349	105.1494	123.0874
130.039	130.112	98.713	98.777	67.25059444	84.42671944	139.5093639	123.2928583
130.112	130.185	98.777	98.842	111.7781189	111.5087486	165.6832676	137.5855216
130.185	130.257	98.842	98.906	137.6448306	125.1161639	269.7711861	157.841725
130.257	130.33	98.906	98.971	213.1973056	121.6231361	327.8815944	218.4067917
130.33	130.403	98.971	99.036	151.1267838	51.57748108	225.2312622	200.9555432
130.403	130.475	99.036	99.1	64.72158611	40.98580833	123.079125	116.5784
130.475	130.486	99.1	99.109	21.1629	12.3543	68.6392	69.9919
130.486	130.496	99.109	99.119	21.1629	12.3543	68.6392	69.9919
130.496	130.506	99.119	99.128	21.1629	12.3543	68.6392	69.9919
130.506	130.517	99.128	99.138	23.6947	28.7739	73.7511	90.5243
130.517	130.527	99.138	99.147	23.6947	28.7739	73.7511	90.5243
130.527	130.538	99.147	99.156	23.6947	28.7739	73.7511	90.5243
130.538	130.657	99.156	99.263	52.126345	70.55226833	101.715865	120.829995
130.657	130.776	99.263	99.37	92.88697627	77.87859322	213.6765169	116.7036559
130.776	130.895	99.37	99.477	83.77202667	48.84698833	155.29809	108.4709733
130.895	131.014	99.477	99.584	45.14732712	76.51574068	133.8665169	140.8130407
131.014	131.134	99.584	99.691	159.6032867	261.7980633	231.0977417	271.9601667
131.134	131.253	99.691	99.798	59.09881667	93.62003833	103.38013	140.57053
131.253	131.263	99.798	99.808	25.4921	142.3337	47.4209	85.9371
131.263	131.273	99.808	99.817	25.4921	142.3337	47.4209	85.9371
131.273	131.284	99.817	99.827	25.4921	142.3337	47.4209	85.9371
131.284	131.294	99.827	99.836	10.3642	70.2026	28.5358	45.2537
131.294	131.304	99.836	99.845	10.3642	70.2026	28.5358	45.2537
131.304	131.315	99.845	99.855	10.3642	70.2026	28.5358	45.2537
131.315	131.384	99.855	99.917	67.38655882	82.46889706	121.1780353	120.6384471
131.384	131.452	99.917	99.979	72.89178824	55.28348235	155.5150176	104.4347176
131.452	131.521	99.979	100.042	58.83435429	69.69916571	82.15876857	69.53528
131.521	131.59	100.042	100.104	78.48801765	103.2732235	133.5556529	135.3145235
131.59	131.659	100.104	100.167	112.0297857	76.73265714	168.6296629	125.7281971
131.659	131.728	100.167	100.229	123.1056265	158.2082	181.7439559	192.31475
131.728	131.752	100.229	100.251	12.0124	28.8707	26.7369	22.6728
131.752	131.776	100.251	100.272	12.568025	27.970675	27.752775	24.08125
131.776	131.8	100.272	100.294	14.2349	25.2706	30.8004	28.3066
131.8	131.824	100.294	100.316	17.814175	36.39330833	43.6517	43.63035833
131.824	131.848	100.316	100.337	23.156125	47.271125	58.881725	65.0153
131.848	131.872	100.337	100.359	31.5121	56.0702	77.0333	96.3335
131.872	131.926	100.359	100.405	34.88202222	61.78496296	100.1361741	109.5734667
131.926	131.98	100.405	100.45	31.23753333	53.4205	95.06669259	130.800463
131.98	132.034	100.45	100.496	49.23078889	65.65192963	103.1477778	198.8014
132.034	132.088	100.496	100.541	81.52215556	102.4763778	131.4538111	181.4567222
132.088	132.141	100.541	100.587	99.30928148	144.3944778	234.3213037	321.5102852
132.141	132.195	100.587	100.632	54.99097778	47.93878148	83.57032222	119.2071963
132.195	132.201	100.632	100.637	29.4415	83.478	73.3221	95.0697
132.201	132.207	100.637	100.641	29.4415	83.478	73.3221	95.0697
132.207	132.212	100.641	100.646	29.4415	83.478	73.3221	95.0697
132.212	132.218	100.646	100.65	29.4415	83.478	73.3221	95.0697
132.218	132.224	100.65	100.655	29.4415	83.478	73.3221	95.0697
132.224	132.23	100.655	100.659	29.4415	83.478	73.3221	95.0697
132.23	132.321	100.659	100.734	108.4968087	158.9238435	195.1442326	186.3588196
132.321	132.413	100.734	100.808	66.48538261	38.61531522	131.7426848	107.9020522
132.413	132.504	100.808	100.882	47.40838222	36.97798889	84.48717111	147.1414267
132.504	132.596	100.882	100.956	187.9440391	101.6802	195.0742304	261.19775
132.596	132.687	100.956	101.031	49.36804565	83.07824348	105.481713	112.6757826
132.687	132.779	101.031	101.105	64.77121304	63.45375652	109.4241522	99.79930652
132.779	132.784	101.105	101.11	10.6457	11.7197	33.5777	24.2026
132.784	132.79	101.11	101.115	10.6457	11.7197	33.5777	24.2026
132.79	132.796	101.115	101.12	10.6457	11.7197	33.5777	24.2026
132.796	132.802	101.12	101.125	10.6457	11.7197	33.5777	24.2026
132.802	132.807	101.125	101.13	10.6457	11.7197	33.5777	24.2026
132.807	132.813	101.13	101.135	10.6457	11.7197	33.5777	24.2026
132.813	132.842	101.135	101.161	90.0015	71.2496	183.0774	135.8309
132.842	132.87	101.161	101.186	75.65726429	60.81649286	136.2757786	100.0622
132.87	132.899	101.186	101.212	111.7001	70.62384	179.7563	118.60184
132.899	132.927	101.212	101.237	96.44294286	55.93105714	164.4876286	98.39724286
132.927	132.956	101.237	101.262	39.93049286	24.34877143	90.51855714	45.68823571
132.956	132.985	101.262	101.288	37.5321	21.617	77.2612	43.4198
132.985	133.002	101.288	101.303	25.4326	35.0006	56.3689	79.9631
133.002	133.019	101.303	101.319	25.4326	35.0006	56.3689	79.9631
133.019	133.036	101.319	101.334	23.7209	37.7149	59.1907	75.0894
133.036	133.053	101.334	101.349	23.7209	37.7149	59.1907	75.0894
133.053	133.07	101.349	101.365	10.3799	11.1926	37.4409	21.6633
133.07	133.087	101.365	101.38	10.3799	11.1926	37.4409	21.6633
133.087	133.134	101.38	101.421	116.7934	74.3793	209.3914	194.1703
133.134	133.181	101.421	101.463	123.5718667	88.0980125	200.8354	165.3950042
133.181	133.228	101.463	101.504	91.88512174	76.10794348	184.0550565	112.1833522
133.228	133.274	101.504	101.546	66.0585913	34.12164783	132.366613	82.97874348
133.274	133.321	101.546	101.587	42.752	29.84476667	100.6232333	54.49523333
133.321	133.368	101.587	101.628	53.18982609	34.62275217	99.16015217	74.59894348
133.368	133.394	101.628	101.651	21.6504	21.3591	54.4749	40.6607
133.394	133.42	101.651	101.675	18.84378462	13.86863846	54.81043846	31.13800769
133.42	133.447	101.675	101.698	17.6958	14.25527143	59.71047143	27.68228571
133.447	133.473	101.698	101.721	18.18274615	14.34281538	60.50818462	25.66040769
133.473	133.499	101.721	101.744	16.11162308	11.10043846	51.73543846	22.1126
133.499	133.525	101.744	101.767	6.4217	7.6339	33.3889	16.4026
133.525	133.604	101.767	101.836	33.37656154	19.96721026	98.09676923	40.44514615
133.604	133.683	101.836	101.906	70.79834	48.88042	160.74448	79.51592
133.683	133.761	101.906	101.976	89.92369231	75.09573333	181.5524308	125.8953769
133.761	133.84	101.976	102.045	36.41996667	30.41486667	78.63546667	52.824
133.84	133.919	102.045	102.115	138.1989	123.54466	214.46958	155.36898
133.919	133.998	102.115	102.185	67.28981026	75.76048718	120.2208692	81.63373333
133.998	134.042	102.185	102.223	14.09593636	104.8553727	48.67939091	58.65418182
134.042	134.085	102.223	102.262	32.40444545	89.80044545	89.53031818	78.96865455
134.085	134.129	102.262	102.3	50.0839	85.5654	110.727	98.8232
134.129	134.173	102.3	102.338	9.5437	22.8378	59.6051	27.1521
134.173	134.217	102.338	102.377	8.890336364	17.69034545	54.68955455	24.75746364
134.217	134.261	102.377	102.415	11.47771818	18.76765455	62.27526364	24.27284545
134.261	134.293	102.415	102.442	75.7368	108.5035	181.1764	104.1493
134.293	134.325	102.442	102.469	70.8499	116.354	100.4549	117.5554
134.325	134.357	102.469	102.497	42.8129	70.6032	67.4096	84.8948
134.357	134.389	102.497	102.524	33.2285	39.9232	60.6792	71.2395
134.389	134.421	102.524	102.551	41.1465	31.9181	56.7154	80.0823
134.421	134.453	102.551	102.578	40.39	63.9201	89.9369	97.0463
134.453	134.521	102.578	102.635	21.81524118	57.43938235	59.29647059	59.73728235
134.521	134.589	102.635	102.693	27.66279412	38.30178235	45.29625882	62.85937647
134.589	134.656	102.693	102.75	40.45982121	39.89049394	61.06937879	77.51089091
134.656	134.724	102.75	102.807	33.19731471	113.2764324	82.45806176	146.2540941
134.724	134.792	102.807	102.864	29.23028824	89.40488235	47.7541	72.96691765
134.792	134.859	102.864	102.922	16.631	55.34485882	50.26804706	48.89544706
134.859	134.881	102.922	102.94	33.8445	34.5641	72.8146	58.1327
134.881	134.902	102.94	102.958	127.49685	216.5674	198.0581	165.8037
134.902	134.923	102.958	102.976	221.1492	398.5707	323.3016	273.4747
134.923	134.945	102.976	102.995	202.4439	318.7704	281.2654	239.8381
134.945	134.966	102.995	103.013	143.5154	222.5757	206.23365	186.509
134.966	134.987	103.013	103.031	84.5869	126.381	131.2019	133.1799
134.987	135.066	103.031	103.097	6.81915641	44.03894872	42.72237436	38.00901795
135.066	135.144	103.097	103.162	19.17435641	99.59472308	66.90510256	70.45214615
